source_column,storage_type,source_class,parquet_type,variable_label,source_format,missing_values,missing_range,public,publication_note
nicid,double,numeric,,src's case id for nic recruitment,%9.0g,,,TRUE,Retained
ussec56789_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter45_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter2,double,numeric,,fp3b_s/Q4,%9.0g,,,TRUE,Retained
inter2_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter2345_r,double,numeric,,,%9.0g,,,TRUE,Retained
int2345,double,numeric,,,%9.0g,,,TRUE,Retained
inter23_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo1,double,numeric,,fp4b_a/Q9,%9.0g,,,TRUE,Retained
demo1_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter6a,double,numeric,,,%9.0g,,,TRUE,Retained
inter7a,double,numeric,,,%9.0g,,,TRUE,Retained
inter6a_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter7a_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi1,double,numeric,,fp3d_s/Q6,%9.0g,,,TRUE,Retained
multi1_r,double,numeric,,,%9.0g,,,TRUE,Retained
test6_7,double,numeric,,,%9.0g,,,TRUE,Retained
test8_9,double,numeric,,,%9.0g,,,TRUE,Retained
test4_5,double,numeric,,,%9.0g,,,TRUE,Retained
multi4_5,double,numeric,,,%9.0g,,,TRUE,Retained
multi6_7,double,numeric,,,%9.0g,,,TRUE,Retained
multi8_9,double,numeric,,,%9.0g,,,TRUE,Retained
multi4_5_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi6_7_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi8_9_r,double,numeric,,,%9.0g,,,TRUE,Retained
index1,double,numeric,,,%9.0g,,,TRUE,Retained
index2,double,numeric,,,%9.0g,,,TRUE,Retained
index3,double,numeric,,,%9.0g,,,TRUE,Retained
index4,double,numeric,,,%9.0g,,,TRUE,Retained
index5,double,numeric,,,%9.0g,,,TRUE,Retained
index6,double,numeric,,,%9.0g,,,TRUE,Retained
index7,double,numeric,,,%9.0g,,,TRUE,Retained
index8,double,numeric,,,%9.0g,,,TRUE,Retained
index9,double,numeric,,,%9.0g,,,TRUE,Retained
index10,double,numeric,,,%9.0g,,,TRUE,Retained
index11,double,numeric,,,%9.0g,,,TRUE,Retained
index12,double,numeric,,,%9.0g,,,TRUE,Retained
index13,double,numeric,,,%9.0g,,,TRUE,Retained
index14,double,numeric,,,%9.0g,,,TRUE,Retained
index15,double,numeric,,,%9.0g,,,TRUE,Retained
index16,double,numeric,,,%9.0g,,,TRUE,Retained
index17,double,numeric,,,%9.0g,,,TRUE,Retained
index18,double,numeric,,,%9.0g,,,TRUE,Retained
index20,double,numeric,,,%9.0g,,,TRUE,Retained
index19,double,numeric,,,%9.0g,,,TRUE,Retained
avg2021,double,numeric,,,%9.0g,,,TRUE,Retained
avg25de,double,numeric,,,%9.0g,,,TRUE,Retained
int23,double,numeric,,,%9.0g,,,TRUE,Retained
envir1p,double,numeric,,qfp2a_a/Q2a,%9.0g,,,TRUE,Retained
envir2p,double,numeric,,qwrm2a_s/Q13,%9.0g,,,TRUE,Retained
envir3p,double,numeric,,qwrm2b_s/Q14,%9.0g,,,TRUE,Retained
envir23p,double,numeric,,,%9.0g,,,TRUE,Retained
usecon1p,double,numeric,,,%9.0g,,,TRUE,Retained
usecon2p,double,numeric,,,%9.0g,,,TRUE,Retained
ussec1p,double,numeric,,qfp2b_a/Q2c,%9.0g,,,TRUE,Retained
ussec2p,double,numeric,,qfp2b_c/Q2e,%9.0g,,,TRUE,Retained
ussec3p,double,numeric,,qfp2c_a/Q2g,%9.0g,,,TRUE,Retained
ussec4p,double,numeric,,qaid2a_b/Q25b,%9.0g,,,TRUE,Retained
ussec5p,double,numeric,,qint1a_a/Q37a,%9.0g,,,TRUE,Retained
ussec6p,double,numeric,,qint1a_b/Q37b,%9.0g,,,TRUE,Retained
ussec7p,double,numeric,,qint1b_b/Q37d,%9.0g,,,TRUE,Retained
ussec8p,double,numeric,,qint1b_c/Q37e,%9.0g,,,TRUE,Retained
ussec9p,double,numeric,,qint1b_d/Q37f,%9.0g,,,TRUE,Retained
ussec10p,double,numeric,,qfp3b_s/Q4,%9.0g,,,TRUE,Retained
ussec11p,double,numeric,,qfp3c_s/Q5,%9.0g,,,TRUE,Retained
ussec56789p,double,numeric,,,%9.0g,,,TRUE,Retained
ussec1011p,double,numeric,,,%9.0g,,,TRUE,Retained
ussec789p,double,numeric,,,%9.0g,,,TRUE,Retained
usinf1p,double,numeric,,,%9.0g,,,TRUE,Retained
usinf2p,double,numeric,,,%9.0g,,,TRUE,Retained
foraid1p,double,numeric,,qpair1_a/Q20,%9.0g,,,TRUE,Retained
foraid2p,double,numeric,,qpair2_a/Q21,%9.0g,,,TRUE,Retained
foraid3p,double,numeric,,qaid1/Q24,%9.0g,,,TRUE,Retained
foraid12p,double,numeric,,,%9.0g,,,TRUE,Retained
globalt1p,double,numeric,,qfp2b_d/Q2f,%9.0g,,,TRUE,Retained
globalt2p,double,numeric,,qfp2c_d/Q2j,%9.0g,,,TRUE,Retained
globalt3p,double,numeric,,qaid2b_a/Q25d,%9.0g,,,TRUE,Retained
globalt4p,double,numeric,,qfp2b_b/Q25e,%9.0g,,,TRUE,Retained
globalt5p,double,numeric,,qfp4a_a/Q7,%9.0g,,,TRUE,Retained
globalt34p,double,numeric,,,%9.0g,,,TRUE,Retained
humrht1p,double,numeric,,qfp2c_b/Q2h,%9.0g,,,TRUE,Retained
humrht2p,double,numeric,,qfp2c_c/Q2i,%9.0g,,,TRUE,Retained
inter1p,double,numeric,,qfp3a_s/Q3,%9.0g,,,TRUE,Retained
inter2p,double,numeric,,qfp3b_s/Q4,%9.0g,,,TRUE,Retained
inter3p,double,numeric,,qfp3c_s/Q5,%9.0g,,,TRUE,Retained
inter4p,double,numeric,,qpair1_a/Q20,%9.0g,,,TRUE,Retained
inter5p,double,numeric,,qpair2_a/Q21,%9.0g,,,TRUE,Retained
inter6p,double,numeric,,qint2a/Q38,%9.0g,,,TRUE,Retained
inter7p,double,numeric,,qint2b/Q39,%9.0g,,,TRUE,Retained
inter2345p,double,numeric,,,%9.0g,,,TRUE,Retained
multi1p,double,numeric,,qfp3d_s/Q6,%9.0g,,,TRUE,Retained
multi3p,double,numeric,,qwrm4a_s/Q16,%9.0g,,,TRUE,Retained
multi4p,double,numeric,,qmact1_s/Q27,%9.0g,,,TRUE,Retained
multi5p,double,numeric,,qmact4_s/Q30,%9.0g,,,TRUE,Retained
multi6p,double,numeric,,qmact2_s/Q28,%9.0g,,,TRUE,Retained
multi7p,double,numeric,,qmact5_s/Q31,%9.0g,,,TRUE,Retained
multi8p,double,numeric,,qmact3_s/Q29,%9.0g,,,TRUE,Retained
multi9p,double,numeric,,qmact6_s/Q32,%9.0g,,,TRUE,Retained
multi10p,double,numeric,,qint1b_c/Q37e,%9.0g,,,TRUE,Retained
multi11p,double,numeric,,qint2a/Q38,%9.0g,,,TRUE,Retained
multi12p,double,numeric,,qint2b/Q39,%9.0g,,,TRUE,Retained
multi13p,double,numeric,,qtrd1_a/Q32a,%9.0g,,,TRUE,Retained
multi6_7p,double,numeric,,,%9.0g,,,TRUE,Retained
multi8_9p,double,numeric,,,%9.0g,,,TRUE,Retained
demo1p,double,numeric,,qfp4b_a/Q9,%9.0g,,,TRUE,Retained
demo2p,double,numeric,,qpair3_a/Q22,%9.0g,,,TRUE,Retained
demo3p,double,numeric,,qpdem1_a/Q23a,%9.0g,,,TRUE,Retained
demo4p,double,numeric,,qpdem1_b/Q23b,%9.0g,,,TRUE,Retained
demo5p,double,numeric,,qpdem1_c/Q23c,%9.0g,,,TRUE,Retained
demo6p,double,numeric,,qpdem2_a/Q23d,%9.0g,,,TRUE,Retained
demo7p,double,numeric,,qpdem2_b/Q23e,%9.0g,,,TRUE,Retained
demo8p,double,numeric,,qpdem2_c/Q23f,%9.0g,,,TRUE,Retained
demo9p,double,numeric,,qaid2a_c/Q25c,%9.0g,,,TRUE,Retained
demo10p,double,numeric,,qint1a_a/Q37a,%9.0g,,,TRUE,Retained
demo3456789p,double,numeric,,,%9.0g,,,TRUE,Retained
trade1p,double,numeric,,,%9.0g,,,TRUE,Retained
trade2p,double,numeric,,,%9.0g,,,TRUE,Retained
envir1p_r,double,numeric,,,%9.0g,,,TRUE,Retained
usecon1p_r,double,numeric,,,%9.0g,,,TRUE,Retained
usecon2p_r,double,numeric,,,%9.0g,,,TRUE,Retained
usinf1p_r,double,numeric,,,%9.0g,,,TRUE,Retained
usinf2p_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt1p_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt2p_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt3p_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt4p_r,double,numeric,,,%9.0g,,,TRUE,Retained
humrht1p_r,double,numeric,,,%9.0g,,,TRUE,Retained
humrht2p_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter1p_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter2p_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter3p_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter4p_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter5p_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter6p_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter7p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi1p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi3p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi4p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi5p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi6p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi7p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi8p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi9p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi10p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi11p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi12p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi13p_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo1p_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo2p_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo3p_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo4p_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo5p_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo6p_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo7p_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo8p_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo9p_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo10p_r,double,numeric,,,%9.0g,,,TRUE,Retained
trade1p_r,double,numeric,,,%9.0g,,,TRUE,Retained
trade2p_r,double,numeric,,,%9.0g,,,TRUE,Retained
envir23p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec56789p_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt34p_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter2345p_r,double,numeric,,,%9.0g,,,TRUE,Retained
inter23p,double,numeric,,,%9.0g,,,TRUE,Retained
inter23p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi4_5p,double,numeric,,,%9.0g,,,TRUE,Retained
multi4_5p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi6_7p_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi8_9p_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo345678p,double,numeric,,,%9.0g,,,TRUE,Retained
ussec56789,double,numeric,,,%9.0g,,,TRUE,Retained
ussec789,double,numeric,,,%9.0g,,,TRUE,Retained
foraid12,double,numeric,,,%9.0g,,,TRUE,Retained
globalt34,double,numeric,,,%9.0g,,,TRUE,Retained
inter2345,double,numeric,,,%9.0g,,,TRUE,Retained
demo345678,double,numeric,,,%9.0g,,,TRUE,Retained
multi2,double,numeric,,fp4b_b/Q10,%9.0g,,,TRUE,Retained
multi2p,double,numeric,,qfp4b_b/Q10,%9.0g,,,TRUE,Retained
multi2_r,double,numeric,,,%9.0g,,,TRUE,Retained
multi2p_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt5_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt5p_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt6,double,numeric,,int1a_b/Q37b,%9.0g,,,TRUE,Retained
globalt6p,double,numeric,,qint1a_b/Q37b,%9.0g,,,TRUE,Retained
globalt6_r,double,numeric,,,%9.0g,,,TRUE,Retained
globalt6p_r,double,numeric,,,%9.0g,,,TRUE,Retained
envir4p,double,numeric,,qwrm3_a/Q15,%9.0g,,,TRUE,Retained
envir4p_r,double,numeric,,,%9.0g,,,TRUE,Retained
cond,double,numeric,,,%9.0g,,,TRUE,Retained
demo5,double,numeric,,pdem1_c/Q23c,%9.0g,,,TRUE,Retained
demo6,double,numeric,,pdem2_a/Q23d,%9.0g,,,TRUE,Retained
demo7,double,numeric,,pdem2_b/Q23e,%9.0g,,,TRUE,Retained
demo8,double,numeric,,pdem2_c/Q23f,%9.0g,,,TRUE,Retained
demo9,double,numeric,,aid2a_c/Q25c,%9.0g,,,TRUE,Retained
demo10,double,numeric,,int1a_a/Q37a,%9.0g,,,TRUE,Retained
demo4_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo5_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo6_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo7_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo8_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo9_r,double,numeric,,,%9.0g,,,TRUE,Retained
demo10_r,double,numeric,,,%9.0g,,,TRUE,Retained
prenvir2_r,double,numeric,,,%9.0g,,,TRUE,Retained
prenvir3_r,double,numeric,,,%9.0g,,,TRUE,Retained
prenvir23_r,double,numeric,,,%9.0g,,,TRUE,Retained
a1,double,numeric,,,%9.0g,,,TRUE,Retained
a23,double,numeric,,,%9.0g,,,TRUE,Retained
a4,double,numeric,,,%9.0g,,,TRUE,Retained
a_n,double,numeric,,,%9.0g,,,TRUE,Retained
a1p,double,numeric,,,%9.0g,,,TRUE,Retained
a23p,double,numeric,,,%9.0g,,,TRUE,Retained
a4p,double,numeric,,,%9.0g,,,TRUE,Retained
a_np,double,numeric,,,%9.0g,,,TRUE,Retained
c7mis_r,double,numeric,,,%9.0g,,,TRUE,Retained
c8mis_r,double,numeric,,,%9.0g,,,TRUE,Retained
c9mis_r,double,numeric,,,%9.0g,,,TRUE,Retained
c10mis_r,double,numeric,,,%9.0g,,,TRUE,Retained
c11mis_r,double,numeric,,,%9.0g,,,TRUE,Retained
c1,double,numeric,,,%9.0g,,,TRUE,Retained
c2,double,numeric,,,%9.0g,,,TRUE,Retained
c3,double,numeric,,,%9.0g,,,TRUE,Retained
c4,double,numeric,,,%9.0g,,,TRUE,Retained
c7,double,numeric,,,%9.0g,,,TRUE,Retained
c8,double,numeric,,,%9.0g,,,TRUE,Retained
c9,double,numeric,,,%9.0g,,,TRUE,Retained
ussec789_r,double,numeric,,,%9.0g,,,TRUE,Retained
c789,double,numeric,,,%9.0g,,,TRUE,Retained
ussec1011_r,double,numeric,,,%9.0g,,,TRUE,Retained
c1011,double,numeric,,,%9.0g,,,TRUE,Retained
c_n,double,numeric,,,%9.0g,,,TRUE,Retained
c7pmis_r,double,numeric,,,%9.0g,,,TRUE,Retained
c8pmis_r,double,numeric,,,%9.0g,,,TRUE,Retained
c9pmis_r,double,numeric,,,%9.0g,,,TRUE,Retained
c10pmis_r,double,numeric,,,%9.0g,,,TRUE,Retained
c11pmis_r,double,numeric,,,%9.0g,,,TRUE,Retained
c1p,double,numeric,,,%9.0g,,,TRUE,Retained
c2p,double,numeric,,,%9.0g,,,TRUE,Retained
c3p,double,numeric,,,%9.0g,,,TRUE,Retained
c4p,double,numeric,,,%9.0g,,,TRUE,Retained
c7p,double,numeric,,,%9.0g,,,TRUE,Retained
c8p,double,numeric,,,%9.0g,,,TRUE,Retained
c9p,double,numeric,,,%9.0g,,,TRUE,Retained
ussec789p_r,double,numeric,,,%9.0g,,,TRUE,Retained
ussec1011p_r,double,numeric,,,%9.0g,,,TRUE,Retained
c789p,double,numeric,,,%9.0g,,,TRUE,Retained
c1011p,double,numeric,,,%9.0g,,,TRUE,Retained
c_np,double,numeric,,,%9.0g,,,TRUE,Retained
g1,double,numeric,,,%9.0g,,,TRUE,Retained
g2,double,numeric,,,%9.0g,,,TRUE,Retained
g_n,double,numeric,,,%9.0g,,,TRUE,Retained
g1p,double,numeric,,,%9.0g,,,TRUE,Retained
g2p,double,numeric,,,%9.0g,,,TRUE,Retained
g_np,double,numeric,,,%9.0g,,,TRUE,Retained
j3,double,numeric,,,%9.0g,,,TRUE,Retained
j4,double,numeric,,,%9.0g,,,TRUE,Retained
j5,double,numeric,,,%9.0g,,,TRUE,Retained
j6,double,numeric,,,%9.0g,,,TRUE,Retained
j7,double,numeric,,,%9.0g,,,TRUE,Retained
j8,double,numeric,,,%9.0g,,,TRUE,Retained
j_n,double,numeric,,,%9.0g,,,TRUE,Retained
j3p,double,numeric,,,%9.0g,,,TRUE,Retained
j4p,double,numeric,,,%9.0g,,,TRUE,Retained
j5p,double,numeric,,,%9.0g,,,TRUE,Retained
j6p,double,numeric,,,%9.0g,,,TRUE,Retained
j7p,double,numeric,,,%9.0g,,,TRUE,Retained
j8p,double,numeric,,,%9.0g,,,TRUE,Retained
j_np,double,numeric,,,%9.0g,,,TRUE,Retained
multi1112_r,double,numeric,,,%9.0g,,,TRUE,Retained
i1,double,numeric,,,%9.0g,,,TRUE,Retained
i2,double,numeric,,,%9.0g,,,TRUE,Retained
i3,double,numeric,,,%9.0g,,,TRUE,Retained
i4_5,double,numeric,,,%9.0g,,,TRUE,Retained
i6_7,double,numeric,,,%9.0g,,,TRUE,Retained
i1112,double,numeric,,,%9.0g,,,TRUE,Retained
i_n,double,numeric,,,%9.0g,,,TRUE,Retained
multi1112p_r,double,numeric,,,%9.0g,,,TRUE,Retained
i1p,double,numeric,,,%9.0g,,,TRUE,Retained
i2p,double,numeric,,,%9.0g,,,TRUE,Retained
i3p,double,numeric,,,%9.0g,,,TRUE,Retained
i4_5p,double,numeric,,,%9.0g,,,TRUE,Retained
i6_7p,double,numeric,,,%9.0g,,,TRUE,Retained
i1112p,double,numeric,,,%9.0g,,,TRUE,Retained
i_np,double,numeric,,,%9.0g,,,TRUE,Retained
f1,double,numeric,,,%9.0g,,,TRUE,Retained
f2,double,numeric,,,%9.0g,,,TRUE,Retained
f34,double,numeric,,,%9.0g,,,TRUE,Retained
f_n,double,numeric,,,%9.0g,,,TRUE,Retained
f1p,double,numeric,,,%9.0g,,,TRUE,Retained
f2p,double,numeric,,,%9.0g,,,TRUE,Retained
f34p,double,numeric,,,%9.0g,,,TRUE,Retained
f_np,double,numeric,,,%9.0g,,,TRUE,Retained
envir1,double,numeric,,,%9.0g,,,TRUE,Retained
envir2,double,numeric,,,%9.0g,,,TRUE,Retained
envir3,double,numeric,,,%9.0g,,,TRUE,Retained
envir4,double,numeric,,,%9.0g,,,TRUE,Retained
envir23,double,numeric,,,%9.0g,,,TRUE,Retained
envir2_r,double,numeric,,,%9.0g,,,TRUE,Retained
envir3_r,double,numeric,,,%9.0g,,,TRUE,Retained
envir23_r,double,numeric,,,%9.0g,,,TRUE,Retained
exp_cond,double,numeric,,,%9.0g,,,TRUE,Retained
envms1,double,numeric,,,%9.0g,,,TRUE,Retained
envms23,double,numeric,,,%9.0g,,,TRUE,Retained
envms4,double,numeric,,,%9.0g,,,TRUE,Retained
envms1p,double,numeric,,,%9.0g,,,TRUE,Retained
envms23p,double,numeric,,,%9.0g,,,TRUE,Retained
envms4p,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms1,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms2,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms3,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms4,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms789,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms1011,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms1p,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms2p,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms3p,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms4p,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms789p,double,numeric,,,%9.0g,,,TRUE,Retained
ussecms1011p,double,numeric,,,%9.0g,,,TRUE,Retained
humms1,double,numeric,,,%9.0g,,,TRUE,Retained
humms2,double,numeric,,,%9.0g,,,TRUE,Retained
humms1p,double,numeric,,,%9.0g,,,TRUE,Retained
humms2p,double,numeric,,,%9.0g,,,TRUE,Retained
demoms3,double,numeric,,,%9.0g,,,TRUE,Retained
demoms4,double,numeric,,,%9.0g,,,TRUE,Retained
demoms5,double,numeric,,,%9.0g,,,TRUE,Retained
demoms6,double,numeric,,,%9.0g,,,TRUE,Retained
demoms7,double,numeric,,,%9.0g,,,TRUE,Retained
demoms8,double,numeric,,,%9.0g,,,TRUE,Retained
demoms3p,double,numeric,,,%9.0g,,,TRUE,Retained
demoms4p,double,numeric,,,%9.0g,,,TRUE,Retained
demoms5p,double,numeric,,,%9.0g,,,TRUE,Retained
demoms6p,double,numeric,,,%9.0g,,,TRUE,Retained
demoms7p,double,numeric,,,%9.0g,,,TRUE,Retained
demoms8p,double,numeric,,,%9.0g,,,TRUE,Retained
multims1,double,numeric,,,%9.0g,,,TRUE,Retained
multims2,double,numeric,,,%9.0g,,,TRUE,Retained
multims3,double,numeric,,,%9.0g,,,TRUE,Retained
multims4_5,double,numeric,,,%9.0g,,,TRUE,Retained
multims6_7,double,numeric,,,%9.0g,,,TRUE,Retained
multims1112,double,numeric,,,%9.0g,,,TRUE,Retained
multims1p,double,numeric,,,%9.0g,,,TRUE,Retained
multims2p,double,numeric,,,%9.0g,,,TRUE,Retained
multims3p,double,numeric,,,%9.0g,,,TRUE,Retained
multims4_5p,double,numeric,,,%9.0g,,,TRUE,Retained
multims6_7p,double,numeric,,,%9.0g,,,TRUE,Retained
multims1112p,double,numeric,,,%9.0g,,,TRUE,Retained
globaltms1,double,numeric,,,%9.0g,,,TRUE,Retained
globaltms2,double,numeric,,,%9.0g,,,TRUE,Retained
globaltms34,double,numeric,,,%9.0g,,,TRUE,Retained
globaltms1p,double,numeric,,,%9.0g,,,TRUE,Retained
globaltms2p,double,numeric,,,%9.0g,,,TRUE,Retained
globaltms34p,double,numeric,,,%9.0g,,,TRUE,Retained
part,double,numeric,,,%9.0g,,,TRUE,Retained
kn2,double,numeric,,,%9.0g,,,TRUE,Retained
kn3,double,numeric,,,%9.0g,,,TRUE,Retained
kn4,double,numeric,,,%9.0g,,,TRUE,Retained
kn5,double,numeric,,,%9.0g,,,TRUE,Retained
kn6,double,numeric,,,%9.0g,,,TRUE,Retained
kn7,double,numeric,,,%9.0g,,,TRUE,Retained
kn8,double,numeric,,,%9.0g,,,TRUE,Retained
kn9,double,numeric,,,%9.0g,,,TRUE,Retained
kn11,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn2,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn3,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn4,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn5,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn6,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn7,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn8,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn9,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn11,double,numeric,,,%9.0g,,,TRUE,Retained
know_ind1,double,numeric,,,%9.0g,,,TRUE,Retained
know_ind2,double,numeric,,,%9.0g,,,TRUE,Retained
kn1b,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn1b,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn10b,double,numeric,,,%9.0g,,,TRUE,Retained
kn1a,double,numeric,,,%9.0g,,,TRUE,Retained
kn10a,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn1a,double,numeric,,,%9.0g,,,TRUE,Retained
t2kn10a,double,numeric,,,%9.0g,,,TRUE,Retained
kn10b,double,numeric,,,%9.0g,,,TRUE,Retained
kn_ind1,double,numeric,,,%9.0g,,,TRUE,Retained
kn_ind2,double,numeric,,,%9.0g,,,TRUE,Retained
kn_ind2c,double,numeric,,,%9.0g,,,TRUE,Retained
kn_ind1r,double,numeric,,,%9.0g,,,TRUE,Retained
kn_ind2r,double,numeric,,,%9.0g,,,TRUE,Retained
kn_ind2cr,double,numeric,,,%9.0g,,,TRUE,Retained
cond1,double,numeric,,,%9.0g,,,TRUE,Retained
grenv1,double,numeric,,,%9.0g,,,TRUE,Retained
difenv1,double,numeric,,,%9.0g,,,TRUE,Retained
grsec1,double,numeric,,,%9.0g,,,TRUE,Retained
difsec1,double,numeric,,,%9.0g,,,TRUE,Retained
grfor1,double,numeric,,,%9.0g,,,TRUE,Retained
diffor1,double,numeric,,,%9.0g,,,TRUE,Retained
grhum1,double,numeric,,,%9.0g,,,TRUE,Retained
difhum1,double,numeric,,,%9.0g,,,TRUE,Retained
grdemo1,double,numeric,,,%9.0g,,,TRUE,Retained
difdemo1,double,numeric,,,%9.0g,,,TRUE,Retained
grmulti1,double,numeric,,,%9.0g,,,TRUE,Retained
difmulti1,double,numeric,,,%9.0g,,,TRUE,Retained
grglob1,double,numeric,,,%9.0g,,,TRUE,Retained
difglob1,double,numeric,,,%9.0g,,,TRUE,Retained
grinter1,double,numeric,,,%9.0g,,,TRUE,Retained
difinter1,double,numeric,,,%9.0g,,,TRUE,Retained
env_dif,double,numeric,,,%9.0g,,,TRUE,Retained
ussec_dif,double,numeric,,,%9.0g,,,TRUE,Retained
for_dif,double,numeric,,,%9.0g,,,TRUE,Retained
hum_dif,double,numeric,,,%9.0g,,,TRUE,Retained
demo_dif,double,numeric,,,%9.0g,,,TRUE,Retained
multi_dif,double,numeric,,,%9.0g,,,TRUE,Retained
glob_dif,double,numeric,,,%9.0g,,,TRUE,Retained
inter_dif,double,numeric,,,%9.0g,,,TRUE,Retained
kn_ind1rr,double,numeric,,,%9.0g,,,TRUE,Retained
kn_ind2rr,double,numeric,,,%9.0g,,,TRUE,Retained
chg,double,numeric,,,%9.0g,,,TRUE,Retained
galt1,double,numeric,,,%9.0g,,,TRUE,Retained
pgalt1,double,numeric,,,%9.0g,,,TRUE,Retained
v2_s,double,numeric,,,%9.0g,,,TRUE,Retained
v1_s,double,numeric,,,%9.0g,,,TRUE,Retained
v3_s,double,numeric,,,%9.0g,,,TRUE,Retained
pv2_s,double,numeric,,,%9.0g,,,TRUE,Retained
pv1_s,double,numeric,,,%9.0g,,,TRUE,Retained
pv3_s,double,numeric,,,%9.0g,,,TRUE,Retained
al1,double,numeric,,,%9.0g,,,TRUE,Retained
al2,double,numeric,,,%9.0g,,,TRUE,Retained
al3,double,numeric,,,%9.0g,,,TRUE,Retained
al4,double,numeric,,,%9.0g,,,TRUE,Retained
pal1,double,numeric,,,%9.0g,,,TRUE,Retained
pal2,double,numeric,,,%9.0g,,,TRUE,Retained
pal3,double,numeric,,,%9.0g,,,TRUE,Retained
pal4,double,numeric,,,%9.0g,,,TRUE,Retained
palt1,double,numeric,,,%9.0g,,,TRUE,Retained
palt2,double,numeric,,,%9.0g,,,TRUE,Retained
palt3,double,numeric,,,%9.0g,,,TRUE,Retained
